case_id,query_id,standard_id,candidate_title,case_type,expected_action,record_type,validation_status
HC-V03-001662,SYN-REQ-00831,MSV1-76431C8331CB1361,"Mechanical Vibration — Measurement and Evaluation of Machine Vibration Part 2 Land-Based Gas Turbines, Steam Turbines and Generators in Excess of 40 MW, with Fluid-Film Bearings and Rated Speeds of 1 500 r/min, 1 800 r/min, 3 000 r/min and 3 600 r/min ( First Revision ) Amendment - 1",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001663,SYN-REQ-00832,MSV1-096A07C774B7C6B8,Specification for nylon fabrics for coating with natural or synthetic elastomers,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001664,SYN-REQ-00832,MSV1-73C272356CF5EBBE,Synthetic Tarpaulins(Heavy Duty Protective Covers) Made from Coated Nylon or Polyester Fabrics - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001665,SYN-REQ-00833,MSV1-B47752853A334DAA,"Eye Surgery Instruments - Retractor, Eye Lachrymal Sac, Muller's Pattern - Specification (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001666,SYN-REQ-00833,MSV1-587F1D18C4EDFD88,"Eye Surgery Instruments - Retractor, Eye Lachrymal Sac, Muller's Pattern (Modified) - Specification (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001667,SYN-REQ-00834,MSV1-A5BD76CD8A21930B,Water quality -Sampling- Part 15 Guidance on the preservation and handling of sludge and sediment samples,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001668,SYN-REQ-00834,MSV1-6DF845D1551C4264,Water Quality — Sampling Part 27 Guidance on sampling for the parameters of the oceanic carbon dioxide system,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001669,SYN-REQ-00835,MSV1-F4F57AB5C8B5025B,Aerospace - MJ threads: Part 2 limit dimensions for bolts and nuts (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001670,SYN-REQ-00835,MSV1-EE008836471D0FC9,Aerospace - MJ threads: Part 1 general requirements (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001671,SYN-REQ-00836,MSV1-2CCAB1199DE39FE4,Compressed - Air dryers - Specifications and testing,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001672,SYN-REQ-00836,MSV1-5FB3D94113380606,Compressed Air: Part 5 Test Methods for Oil Vapour And Organic Solvent Content,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001673,SYN-REQ-00837,MSV1-994F53A9D87111D8,Nanotechnologies - Vocabulary: Part 2 Nano - Objects,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001674,SYN-REQ-00837,MSV1-5E27689706F17062,Nanotechnologies Vocabulary Part 3: Carbon nano-objects,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001675,SYN-REQ-00838,MSV1-7D9E652C74BB5C4E,Nanotechnologies - Vocabulary Part 4 Nanostructured Materials,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001676,SYN-REQ-00838,MSV1-E084EAB1795483EB,Nanotechnologies - Vocabulary: Part 7 diagnostics and therapeutics for healthcare,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001677,SYN-REQ-00839,MSV1-9D56316A93D8FDF8,Agro-Textiles Laminated Woven Orchard Protection Covers Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001678,SYN-REQ-00839,MSV1-ECDB31DDAB9E140E,Agro textiles - Woven ground covers for horticulture application - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001679,SYN-REQ-00840,MSV1-7AB5039571E9E67A,Alumintum foil laminatefor packaging - Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001680,SYN-REQ-00840,MSV1-61B34B48D696D7E8,Coated Folding Box Board for General Consumer Product Packaging — Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001681,SYN-REQ-00841,MSV1-D2918CA11B61E508,Prestressed concrete poles for overhead power traction and telecommunication lines - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001682,SYN-REQ-00841,MSV1-6198927D0C4117D8,Wood Poles for Overhead Power and Telecommunication Lines - Specification (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001683,SYN-REQ-00842,MSV1-87F809B0C62B58A9,Specification for menstrual regulation syringe,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001684,SYN-REQ-00842,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001685,SYN-REQ-00843,MSV1-55123E49934C70A8,Lifts for the transport of persons and goods Part 1: Safety Rules,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001686,SYN-REQ-00843,MSV1-D3FE47102924D4E1,LIFTS FOR THE TRANSPORT OF PERSONS AND GOODS : PART 5 GUIDE FOR INSPECTION OF LIFTS,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001687,SYN-REQ-00844,MSV1-60FD1B2EE7331C33,BLANK GRANULES SPECIFICATION first revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001688,SYN-REQ-00844,MSV1-76F36DBD1C762D41,"Kitazin, granules - Specification First Revision",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001689,SYN-REQ-00845,MSV1-15887A7E10DEA1F3,Direct Recording Electrical Measuring Instruments and Their Accessories ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001690,SYN-REQ-00845,MSV1-07C937872FE491DB,Direct Acting Indicating Analogue Electrical Measuring Instruments and their Accessories Part 8 Special Requirements for Accessories ( Fourth Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001691,SYN-REQ-00846,MSV1-E325A3D104362444,Specification for castor oil (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001692,SYN-REQ-00846,MSV1-E05CAD957EFAC393,Dehydrated castor oil for paints - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001693,SYN-REQ-00847,MSV1-B9FD19D114F8973B,Methods for Product Accelerated Testing First Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001694,SYN-REQ-00847,MSV1-61B34B48D696D7E8,Coated Folding Box Board for General Consumer Product Packaging — Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001695,SYN-REQ-00848,MSV1-1D24D2498087CA01,EARTH-MOVING MACHINERY COLLISION WARNING AND AVOIDANCE PART 1: GENERAL REQUIREMENTS,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001696,SYN-REQ-00848,MSV1-ED6768BD94FA9E61,Earth-Moving Machinery - Safety Part 1 General Requirements,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001697,SYN-REQ-00849,MSV1-8CC4A5EF345D7385,Specification for paushtik barley powder,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001698,SYN-REQ-00849,MSV1-477C3472CBF07401,Barley Powder - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001699,SYN-REQ-00850,MSV1-84490A62250372E6,Hacksaw blades -- Specification (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001700,SYN-REQ-00850,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001701,SYN-REQ-00851,MSV1-1D7183A324C2E7BF,Tools for Moulding — Tool Specification Sheet for Diecasting Dies,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001702,SYN-REQ-00851,MSV1-654BDCE24D9CEDAA,Tools for Moulding — Tool Specification Sheet for Injection Moulds,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001703,SYN-REQ-00852,MSV1-EC352053D0D7D1A6,Functional safety of electrical/electronic/programmable electronic safety - related systems : Part 5 Examples of methods for the determination of safety integrity levels,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001704,SYN-REQ-00852,MSV1-2710260EC53652D8,Functional safety of electrical/ electronic/programmable electronic safety - Related systems: Part 2 requirements for electrical/electronic/ programmable electronic safety related systems (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001705,SYN-REQ-00853,MSV1-6F09903C8ED48A1A,Corrugated Aluminium Sheet (Fifth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001706,SYN-REQ-00853,MSV1-9F19F88CD0854E87,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY SHEET AND STRIP FOR GENERAL ENGINEERING PURPOSES SPECIFICATION (Fifth Revision) Amendment - 1,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001707,SYN-REQ-00854,MSV1-F8565B6E7B10F3D0,BICYCLES BRAKES — SPECIFICATION,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001708,SYN-REQ-00854,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001709,SYN-REQ-00855,MSV1-818BB47FB5687701,Escalators and Moving Walks : Part 2 Guide for Maintenance,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001710,SYN-REQ-00855,MSV1-E49BAC93F3EC9EAC,Escalators and Moving Walks Part 1 / Section 2 Guide for Planning and Selection ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001711,SYN-REQ-00856,MSV1-2231C429A27DAFB3,Code of Practice For Application of Lime Plaster Finish (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001712,SYN-REQ-00856,MSV1-0B9DDC21F8023C2F,Code of practice for application of cement and cement - Lime plaster finishes (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001713,SYN-REQ-00857,MSV1-547E81A9538F942C,Determination of Water Soluble and Acid Soluble Chlorides in Mortar and Concrete - Method of Test: Part 2 Hardened Mortar and Concrete,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001714,SYN-REQ-00857,MSV1-02FF6884509FF9B2,Methods of Test for Determination of Water Soluble Chlorides in Concrete Admixtures,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001715,SYN-REQ-00858,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001716,SYN-REQ-00858,MSV1-538ACB6B7A8DAD79,Geometrical product specifications (GPS) -- Geometrical tolerancing -- Pattern and combined geometrical specification (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001717,SYN-REQ-00859,MSV1-8AF950011A7B5FB5,Data sheet for selection of front end loaders,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001718,SYN-REQ-00859,MSV1-920F2BED1BAE0A23,Data Quality Part 311: Application of Product Data Quality for Shape (PDQ-S) - Guidance,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001719,SYN-REQ-00860,MSV1-66FBA66DF4B1DEA4,Specification for Blade for Tractor - Operated Scraper,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001720,SYN-REQ-00860,MSV1-5264B04A1EEC8F30,Specification for Pedal operated resuscitator,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001721,SYN-REQ-00861,MSV1-238440F8B1C5DF30,Hexane — Code of Safety (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001722,SYN-REQ-00861,MSV1-121E312273C342CD,Chlorosulphonic Acid — Code of Safety (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001723,SYN-REQ-00862,MSV1-6FA8613B2679FC3D,UNMANNED AIRCRAFT SYSTEMS PART 4 VOCABULARY,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001724,SYN-REQ-00862,MSV1-AE6998E69861A626,Environmental tests for aircraft equipment: Part 4 ice formatiOn,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001725,SYN-REQ-00863,MSV1-68E2062CD1CB522F,METHODS OF SAMPLING AND TEST FOR PAINTS VARNISHES AND RELATED PRODUCTS PART 11 Evaluation of degradation of coatings Designation of quantity and size of defects and of intensity of uniform changes in appearance Sec 1 General introduction and designation system,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001726,SYN-REQ-00863,MSV1-5BBAAFFD15037AE0,METHODS OF SAMPLING AND TEST FOR PAINTS VARNISHES AND RELATED PRODUCTS PART 11 Evaluation of degradation of coatings - Designation of quantity and size of defects and of intensity of uniform changes in appearance Sec 8 Assessment of degree of delamination and corrosion around a scribe or other artificial defect,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001727,SYN-REQ-00864,MSV1-E9A91F232471CBE7,Information technology Cloud computing Part 3: Reference architecture,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001728,SYN-REQ-00864,MSV1-1F963F8F12E382B7,Information Technology Big Data Reference Architecture Part 3: Reference Architecture,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001729,SYN-REQ-00865,MSV1-386637383FC282C8,Safety in Installations for Electroheating and Electromagnetic Processing Part 4 Particular Requirements for ARC Furnace Installations,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001730,SYN-REQ-00865,MSV1-B43A0F5D6EFF7E1F,Safety in installations for electroheating and electromagnetic processing - Part 8: Particular requirements for electroslag remelting furnaces,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001731,SYN-REQ-00866,MSV1-9510BC4C2521FE97,Connecting Rods for Sewing Machines for Household Purposes - Specification ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001732,SYN-REQ-00866,MSV1-D19FE22811709381,Slide Plates for Sewing Machines for Household Purposes - Specification ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001733,SYN-REQ-00867,MSV1-8DD88E06679813F1,Medical Textiles — Belladonna Adhesive Plaster — Specification ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001734,SYN-REQ-00867,MSV1-D66D56C3465AC55A,Medical Textiles - Zinc Oxide Self-Adhesive Plaster - Specification ( Second Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001735,SYN-REQ-00868,MSV1-BED0F818CAEDA1ED,Bulkhead Elbow Body for Oil Hydraulic Couplings Specification Part 1 Made from Forgings,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001736,SYN-REQ-00868,MSV1-C9AF281CF4BD3F30,Male Stud Elbow Body for Oil - Hydraulic Couplings Specification Part 1 Made from Forgings,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001737,SYN-REQ-00869,MSV1-98256302AC15C8CC,Information Technology Equipment - Safety Part 21: Remote Power Feeding,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001738,SYN-REQ-00869,MSV1-234525353C9C28C2,Safety requirements for power electronic converter systems and equipment Part 1 General,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001739,SYN-REQ-00870,MSV1-C699DFAC0E1B7257,Specification for Tines for Tractor - Operated Cultivators - Part I : Rigid Tines,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001740,SYN-REQ-00870,MSV1-F0DC50F84C19BCE0,Specification for Tines for Tractor - Operated cultivators : Part 2 - S - Type Tines,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001741,SYN-REQ-00871,MSV1-80161C072E4A0018,STARTER RING GEARS FOR INTERNAL COMBUSTION ENGINES - PART 2: GEARS FOR AXIAL AND COAXIAL STARTERS - SPECIFICATION (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001742,SYN-REQ-00871,MSV1-B7B48F24E1196905,Starter motors for internal combustion engines used for automotive and other applications - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001743,SYN-REQ-00872,MSV1-A034B38E363C5064,Medical electrical equipment: Part 2 particular requirements for the basic safety and essential performance: Sec 39 peritoneal dialysis equipment,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001744,SYN-REQ-00872,MSV1-7296CE3C74E44BAC,Medical electrical equipment: Part 2 particular requirements for the basic safety and essential performance: Sec 37 ultrasonic medical diagnostic and monitoring equipment,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001745,SYN-REQ-00873,MSV1-247D916EB5E2E24E,CONCRETE BATCHING AND MIXING PLANT SPECIFICATION Second Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001746,SYN-REQ-00873,MSV1-44BDADFC8332A6DF,Valve Fittings for Use With Liquefied Petroleum Gas (LPG) Cylinders up to and Including 13 Litre Water Capacity - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001747,SYN-REQ-00874,MSV1-B6C3FAC2FE75921A,Hardened Concrete - Methods of Test: Part 2 Properties of Hardened Concrete other than Strength: Section 2 Initial surface absorption ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001748,SYN-REQ-00874,MSV1-ACC649958510C657,Hardened Concrete - Methods of Test: Part 2 Properties of Hardened Concrete other than Strength: Section 3 Oxygen Permeability Index ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001749,SYN-REQ-00875,MSV1-C289E6B9EA073630,Simazine wettable powders- Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001750,SYN-REQ-00875,MSV1-98F6FE96D1487907,SULPHUR WETTABLE POWDERS SPECIFICATION,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001751,SYN-REQ-00876,MSV1-2DE1D575920BA99C,Specification for vacuum flasks,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001752,SYN-REQ-00876,MSV1-75D17610AAAAED46,Refills for vacuum flasks - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001753,SYN-REQ-00877,MSV1-1797972A368204BC,Automotive vehicles - Air horns - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001754,SYN-REQ-00877,MSV1-0C788AAC92FDC811,Automotive vehicles - Electric horns - Specification Amendment - 4,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001755,SYN-REQ-00878,MSV1-A9A97BD9BB6AE6FC,Weigh-in-Motion System for Road Vehicles Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001756,SYN-REQ-00878,MSV1-C0CFE867D411324B,Specification for electronic - Weighing - In - Motion system: Part 3 methods of tests: Sec 1 simulated tests,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001757,SYN-REQ-00879,MSV1-979572DD37015507,Specification for edible soya protein isolate,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001758,SYN-REQ-00879,MSV1-2F18E6AD60B374AB,Specification for edible groundnut protein isolate,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001759,SYN-REQ-00880,MSV1-84ED0BE258E875E4,"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use Part 4 Particular Requirements for In-Vitro Diagnostic (IVD) Medical Equipment (IEC 61010-2-101 : 2018, MOD)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001760,SYN-REQ-00880,MSV1-4F161479F7DFBC66,"Electrical Equipment for Measurement, Control and Laboratory Use - EMC Requirements Part 1 General Requirements (IEC 61326-1: 2020, MOD)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001761,SYN-REQ-00881,MSV1-8DF7224CDD7D13C9,Calculation of Relaxation Allowance - Methodology,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001762,SYN-REQ-00881,MSV1-C59BC8498DCBA1D0,Guidelines for procurement of hides and skins,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001763,SYN-REQ-00882,MSV1-1B111A6BC0B53C5B,PLASTICS — METHODS OF TESTING PART 5 MECHANICAL PROPERTIES SEC 31 DETERMINATION OF DYNAMIC MECHANICAL PROPERTIES SUBSEC 7 TORSIONAL VIBRATION — NON-RESONANCE METHOD,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001764,SYN-REQ-00882,MSV1-491964D91E4E9D59,PLASTICS — METHODS OF TESTING PART 5 MECHANICAL PROPERTIES SEC 31 DETERMINATION OF DYNAMIC MECHANICAL PROPERTIES SUBSEC 4 TENSILE VIBRATION — NON-RESONANCE METHOD,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001765,SYN-REQ-00883,MSV1-D0E4D8E2875253E7,Dimensions for chisel shanks and chuck bushings for pneumatic chippers (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001766,SYN-REQ-00883,MSV1-E101D3B064FFBB24,Dimensions for pneumatic coal pick shanks and chuck bushings (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001767,SYN-REQ-00884,MSV1-A770E4120A14AB8A,Power systems management and associated information exchange - Data and communications: Security: Part 1 communication network and system: Security - Introduction to: Security issues,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
