requirement_id,tender_id,requirement_text,product,category,technical_attributes,mandatory_constraints,quantity,unit,record_type,synthetic_flag
SYN-REQ-03945,SYN-TENDER-03945,Procurement requirement for product/service conforming to Technical supply conditions for tHreadeD steel fasteners: Part 7 mechanical properties and test methods for nuts without specified proof loads (Second Revision),Technical supply conditions for tHreadeD steel fasteners: Part 7 mechanical properties and test methods for nuts without specified proof loads (Second Revision),Product Specification,technical; supply; conditions; threaded; steel; fasteners; 7; mechanical; properties; test; nuts; without,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03946,SYN-TENDER-03946,Procurement requirement for product/service conforming to High Pressure Fire Fighting Hose -Specification,High Pressure Fire Fighting Hose -Specification,Product Specification,high; pressure; fire; fighting; hose,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03947,SYN-TENDER-03947,Procurement requirement for product/service conforming to Methods of Test for Grain Dryers : Part 1 Selection and Preparation for Test (Second Revision),Methods of Test for Grain Dryers : Part 1 Selection and Preparation for Test (Second Revision),Methods of Tests,test; grain; dryers; 1; selection; preparation; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03948,SYN-TENDER-03948,Procurement requirement for product/service conforming to Unified Nomenclature of Workmen for Civil Engineering,Unified Nomenclature of Workmen for Civil Engineering,Terminology,unified; nomenclature; workmen; civil; engineering,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03949,SYN-TENDER-03949,"Procurement requirement for product/service conforming to Specification for cloth drab-mixture, woollen, water-resistant (second revision)","Specification for cloth drab-mixture, woollen, water-resistant (second revision)",Product Specification,cloth; drab; mixture; woollen; water; resistant; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03950,SYN-TENDER-03950,Procurement requirement for product/service conforming to Baume Hydrometer - Specification ( First Revision),Baume Hydrometer - Specification ( First Revision),Product Specification,baume; hydrometer; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03951,SYN-TENDER-03951,Procurement requirement for product/service conforming to Chlorpyrifos - Methyl emulsifiable concentrate - Specification,Chlorpyrifos - Methyl emulsifiable concentrate - Specification,Product Specification,chlorpyrifos; methyl; emulsifiable; concentrate,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03952,SYN-TENDER-03952,Procurement requirement for product/service conforming to Determination of water separation characteristics of aviation turbine fuels by portable separometer,Determination of water separation characteristics of aviation turbine fuels by portable separometer,Methods of Tests,determination; water; separation; characteristics; aviation; turbine; fuels; by; portable; separometer,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03953,SYN-TENDER-03953,Procurement requirement for product/service conforming to Methods of test for determination of flammability of solid electrical insulating materials when exposed to an igniting source: Part 1 horizontal specimen method,Methods of test for determination of flammability of solid electrical insulating materials when exposed to an igniting source: Part 1 horizontal specimen method,Methods of Tests,test; determination; flammability; solid; electrical; insulating; materials; when; exposed; an; igniting; source,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03954,SYN-TENDER-03954,Procurement requirement for product/service conforming to Petroleum Products and Related Products Determination of Kinematic Viscosity Method by Stabinger Type Viscometer,Petroleum Products and Related Products Determination of Kinematic Viscosity Method by Stabinger Type Viscometer,Methods of Tests,petroleum; products; related; determination; kinematic; viscosity; by; stabinger; type; viscometer,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03955,SYN-TENDER-03955,Procurement requirement for product/service conforming to Glossary of terms relating to oil burning appliances (Pressure And Non - Pressure Type),Glossary of terms relating to oil burning appliances (Pressure And Non - Pressure Type),Terminology,glossary; terms; relating; oil; burning; appliances; pressure; non; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03956,SYN-TENDER-03956,"Procurement requirement for product/service conforming to 2,6 Dibromo-4-Nitroaniline — Specification ( First Revision )","2,6 Dibromo-4-Nitroaniline — Specification ( First Revision )",Product Specification,2; 6; dibromo; 4; nitroaniline; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03957,SYN-TENDER-03957,Procurement requirement for product/service conforming to Optical fibres: Part 1 measurement methods and test procedures: Sec 30 fibre proof test,Optical fibres: Part 1 measurement methods and test procedures: Sec 30 fibre proof test,Methods of Tests,optical; fibres; 1; measurement; test; procedures; sec; 30; fibre; proof,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03958,SYN-TENDER-03958,Procurement requirement for product/service conforming to Specification and Safety Requirements for Diesel Locomotives used in Mines,Specification and Safety Requirements for Diesel Locomotives used in Mines,Product Specification,safety; diesel; locomotives; used; mines,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03959,SYN-TENDER-03959,Procurement requirement for product/service conforming to Industrial automation -- Shop floor production: Part 1 Reference model for standardization and a methodology for identification of requirements,Industrial automation -- Shop floor production: Part 1 Reference model for standardization and a methodology for identification of requirements,Code of Practice,industrial; automation; shop; floor; production; 1; reference; model; standardization; methodology; identification,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03960,SYN-TENDER-03960,Procurement requirement for product/service conforming to Circuit Breakers — Switched Protective Earth Portable Residual Current Devices for Class I and Battery Powered Vehicle Applications,Circuit Breakers — Switched Protective Earth Portable Residual Current Devices for Class I and Battery Powered Vehicle Applications,Product Specification,circuit; breakers; switched; protective; earth; portable; residual; current; devices; class; battery; powered,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03961,SYN-TENDER-03961,Procurement requirement for product/service conforming to Steel Pipes for Hydraulic Purposes,Steel Pipes for Hydraulic Purposes,Product Specification,steel; pipes; hydraulic; purposes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03962,SYN-TENDER-03962,Procurement requirement for product/service conforming to Measurement of quartz crystal unit parameters Part 9: Measurement of spurious resonances of piezoelectric crystal units,Measurement of quartz crystal unit parameters Part 9: Measurement of spurious resonances of piezoelectric crystal units,Product Specification,measurement; quartz; crystal; unit; parameters; 9; spurious; resonances; piezoelectric; units,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03963,SYN-TENDER-03963,Procurement requirement for product/service conforming to Automotive vehicles - Instrument systems - Electrical speedometer performance requirements,Automotive vehicles - Instrument systems - Electrical speedometer performance requirements,Product Specification,automotive; vehicles; instrument; systems; electrical; speedometer; performance,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03964,SYN-TENDER-03964,"Procurement requirement for product/service conforming to Specification for mantle holders, nozzle type","Specification for mantle holders, nozzle type",Product Specification,mantle; holders; nozzle; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03965,SYN-TENDER-03965,Procurement requirement for product/service conforming to Base Paper for Carbon Paper Specification,Base Paper for Carbon Paper Specification,Product Specification,base; paper; carbon,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03966,SYN-TENDER-03966,Procurement requirement for product/service conforming to Earth moving machinery - Symbols - Guidelines for development and evaluation,Earth moving machinery - Symbols - Guidelines for development and evaluation,Code of Practice,earth; moving; machinery; symbols; development; evaluation,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03967,SYN-TENDER-03967,Procurement requirement for product/service conforming to Textiles ? Cotton Calico ? Specification (second revision),Textiles ? Cotton Calico ? Specification (second revision),Product Specification,textiles; cotton; calico; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03968,SYN-TENDER-03968,Procurement requirement for product/service conforming to Higher performance protocol for the standard digital interface for programmable instrumentation: Part 1 general (Second Revision),Higher performance protocol for the standard digital interface for programmable instrumentation: Part 1 general (Second Revision),Code of Practice,higher; performance; protocol; standard; digital; interface; programmable; instrumentation; 1; general; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03969,SYN-TENDER-03969,Procurement requirement for product/service conforming to ROBOTICS SAFETY DESIGN FOR INDUSTRIAL ROBOT SYSTEMS PART 1: END-EFFECTORS,ROBOTICS SAFETY DESIGN FOR INDUSTRIAL ROBOT SYSTEMS PART 1: END-EFFECTORS,Safety Standard,robotics; safety; design; industrial; robot; systems; 1; end; effectors,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03970,SYN-TENDER-03970,Procurement requirement for product/service conforming to Thoriated Tungsten Wires and Rods — Specification (First Revision),Thoriated Tungsten Wires and Rods — Specification (First Revision),Product Specification,thoriated; tungsten; wires; rods; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03971,SYN-TENDER-03971,Procurement requirement for product/service conforming to Selection of Electrical and Electronic Equipment for Coal Mines - Guide ( First Revision ),Selection of Electrical and Electronic Equipment for Coal Mines - Guide ( First Revision ),Code of Practice,selection; electrical; electronic; equipment; coal; mines; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03972,SYN-TENDER-03972,Procurement requirement for product/service conforming to Specification for wrought aluminium wire for electrical purposes (Fourth Revision),Specification for wrought aluminium wire for electrical purposes (Fourth Revision),Product Specification,wrought; aluminium; wire; electrical; purposes; fourth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03973,SYN-TENDER-03973,Procurement requirement for product/service conforming to Code of practice for lighting for airport aprons,Code of practice for lighting for airport aprons,Code of Practice,lighting; airport; aprons,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03974,SYN-TENDER-03974,"Procurement requirement for product/service conforming to Method for grading (By Size) of phlogopite mica blocks, thins and splittings","Method for grading (By Size) of phlogopite mica blocks, thins and splittings",Others,grading; by; size; phlogopite; mica; blocks; thins; splittings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03975,SYN-TENDER-03975,Procurement requirement for product/service conforming to Connections for general use and fluid power - Ports and stud ends with ISO 261 threads with elastomeric or Metal - to - Metal sealing: Part 1 threaded ports,Connections for general use and fluid power - Ports and stud ends with ISO 261 threads with elastomeric or Metal - to - Metal sealing: Part 1 threaded ports,Product Specification,connections; general; use; fluid; power; ports; stud; ends; iso; 261; threads; elastomeric,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03976,SYN-TENDER-03976,Procurement requirement for product/service conforming to Methods of Sampling and Test Physical And Chemical for Water and Waste Water Part 16 Filterable Residue Total Dissolved Solids at 180 C Second Revision,Methods of Sampling and Test Physical And Chemical for Water and Waste Water Part 16 Filterable Residue Total Dissolved Solids at 180 C Second Revision,Methods of Tests,sampling; test; physical; chemical; water; waste; 16; filterable; residue; total; dissolved; solids,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03977,SYN-TENDER-03977,Procurement requirement for product/service conforming to TEXTILES BOTTOM SHAFT FOR COTTON LOOMS SPECIFICATION (Second Revision),TEXTILES BOTTOM SHAFT FOR COTTON LOOMS SPECIFICATION (Second Revision),Product Specification,textiles; bottom; shaft; cotton; looms; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03978,SYN-TENDER-03978,Procurement requirement for product/service conforming to Leaf springs assembly clips - Specification (Second Revision),Leaf springs assembly clips - Specification (Second Revision),Product Specification,leaf; springs; assembly; clips; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03979,SYN-TENDER-03979,Procurement requirement for product/service conforming to GLOSSARY OF TERMS RELATING TO WIRE ROPES Second Revision,GLOSSARY OF TERMS RELATING TO WIRE ROPES Second Revision,Code of Practice,glossary; terms; relating; wire; ropes; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03980,SYN-TENDER-03980,Procurement requirement for product/service conforming to Information Technology - Security Techniques - Lightweight Cryptography Part 4: Mechanisms Using Asymmetric Techniques,Information Technology - Security Techniques - Lightweight Cryptography Part 4: Mechanisms Using Asymmetric Techniques,Others,information; technology; security; techniques; lightweight; cryptography; 4; mechanisms; using; asymmetric,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03981,SYN-TENDER-03981,Procurement requirement for product/service conforming to Cold - Reduced tinmill products - Electrolytic tinplate (Fifth Revision),Cold - Reduced tinmill products - Electrolytic tinplate (Fifth Revision),Product Specification,cold; reduced; tinmill; products; electrolytic; tinplate; fifth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03982,SYN-TENDER-03982,Procurement requirement for product/service conforming to Statistical tests of significance: Part 4 non - Parametric tests (First Revision),Statistical tests of significance: Part 4 non - Parametric tests (First Revision),Others,statistical; tests; significance; 4; non; parametric; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03983,SYN-TENDER-03983,Procurement requirement for product/service conforming to Specification for isopropyl alcohol for cosmetic industry,Specification for isopropyl alcohol for cosmetic industry,Product Specification,isopropyl; alcohol; cosmetic; industry,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03984,SYN-TENDER-03984,Procurement requirement for product/service conforming to Colour Identification of Gas Cylinders and Related Equipment Intended for Medical Use (First Revision),Colour Identification of Gas Cylinders and Related Equipment Intended for Medical Use (First Revision),Code of Practice,colour; identification; gas; cylinders; related; equipment; intended; medical; use; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03985,SYN-TENDER-03985,Procurement requirement for product/service conforming to FERROUS SULPHATE HEPTAHYDRATE SPECIFICATION (THIRD REVISION),FERROUS SULPHATE HEPTAHYDRATE SPECIFICATION (THIRD REVISION),Product Specification,ferrous; sulphate; heptahydrate; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03986,SYN-TENDER-03986,Procurement requirement for product/service conforming to Determination of Direct Shear Strength of Rock Joints - Method of Test (First Revision),Determination of Direct Shear Strength of Rock Joints - Method of Test (First Revision),Methods of Tests,determination; direct; shear; strength; rock; joints; test; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03987,SYN-TENDER-03987,Procurement requirement for product/service conforming to Measurement of water flow in closed conduits- Tracer Method Part 6 : Transit time method using non-radioactive tracers Adoption of ISO 2971-6:1977,Measurement of water flow in closed conduits- Tracer Method Part 6 : Transit time method using non-radioactive tracers Adoption of ISO 2971-6:1977,Code of Practice,measurement; water; flow; closed; conduits; tracer; 6; transit; time; using; non; radioactive,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03988,SYN-TENDER-03988,Procurement requirement for product/service conforming to Glossary of Terms Relating to Ceramicware ( Third Revision ),Glossary of Terms Relating to Ceramicware ( Third Revision ),Terminology,glossary; terms; relating; ceramicware; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03989,SYN-TENDER-03989,Procurement requirement for product/service conforming to Specification for corn flakes (First Revision),Specification for corn flakes (First Revision),Product Specification,corn; flakes; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03990,SYN-TENDER-03990,Procurement requirement for product/service conforming to Stencil Paper - Specification (Third Revision),Stencil Paper - Specification (Third Revision),Product Specification,stencil; paper; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03991,SYN-TENDER-03991,Procurement requirement for product/service conforming to Annealed stranded copper conductors for jumper wires - Specification,Annealed stranded copper conductors for jumper wires - Specification,Product Specification,annealed; stranded; copper; conductors; jumper; wires,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03992,SYN-TENDER-03992,Procurement requirement for product/service conforming to Methods of measurements for amplitude modulated radio frequency signal generators (30 Kc/s To 30 Mc/s),Methods of measurements for amplitude modulated radio frequency signal generators (30 Kc/s To 30 Mc/s),Methods of Tests,measurements; amplitude; modulated; radio; frequency; signal; generators; 30; kc; mc,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03993,SYN-TENDER-03993,"Procurement requirement for product/service conforming to Radio Disturbance Characteristics for Protection of Receivers used on Board Vehicles, Boats and Internal Combustion Engines — Limits and Methods of Measurement ( Second Revision )","Radio Disturbance Characteristics for Protection of Receivers used on Board Vehicles, Boats and Internal Combustion Engines — Limits and Methods of Measurement ( Second Revision )",Product Specification,radio; disturbance; characteristics; protection; receivers; used; on; board; vehicles; boats; internal; combustion,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03994,SYN-TENDER-03994,Procurement requirement for product/service conforming to Electrotechnical vocabulary: Part 15 primary and secondary cells and batteries (Second Revision),Electrotechnical vocabulary: Part 15 primary and secondary cells and batteries (Second Revision),Terminology,electrotechnical; vocabulary; 15; primary; secondary; cells; batteries; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03995,SYN-TENDER-03995,Procurement requirement for product/service conforming to Legal metrology - Material measures of length: Part 2 steel tape measures,Legal metrology - Material measures of length: Part 2 steel tape measures,Product Specification,legal; metrology; material; measures; length; 2; steel; tape,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03996,SYN-TENDER-03996,Procurement requirement for product/service conforming to Pineapple juice preserved exclusively by physical means - Specification,Pineapple juice preserved exclusively by physical means - Specification,Product Specification,pineapple; juice; preserved; exclusively; by; physical; means,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03997,SYN-TENDER-03997,Procurement requirement for product/service conforming to Grading of polished diamonds: Part 1 classification,Grading of polished diamonds: Part 1 classification,Product Specification,grading; polished; diamonds; 1; classification,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03998,SYN-TENDER-03998,Procurement requirement for product/service conforming to Blockchain and Distributed Ledger Technologies — Vocabulary (First Revision),Blockchain and Distributed Ledger Technologies — Vocabulary (First Revision),Terminology,blockchain; distributed; ledger; technologies; vocabulary; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-03999,SYN-TENDER-03999,Procurement requirement for product/service conforming to Geometrical product specifications (GPS) - Inspection by measurement of workpieces and measuring equipment: Part 1 Decision rules for verifying conformity or nonconformity with specifications (First Revision),Geometrical product specifications (GPS) - Inspection by measurement of workpieces and measuring equipment: Part 1 Decision rules for verifying conformity or nonconformity with specifications (First Revision),Others,geometrical; product; gps; inspection; by; measurement; workpieces; measuring; equipment; 1; decision; rules,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04000,SYN-TENDER-04000,Procurement requirement for product/service conforming to Biocompatibility evaluation of breathing gas pathways in healthcare applications Part 1: Evaluation and testing within a risk management process,Biocompatibility evaluation of breathing gas pathways in healthcare applications Part 1: Evaluation and testing within a risk management process,Methods of Tests,biocompatibility; evaluation; breathing; gas; pathways; healthcare; applications; 1; testing; within; risk; management,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04001,SYN-TENDER-04001,"Procurement requirement for product/service conforming to Specification for blade plate, blount type","Specification for blade plate, blount type",Product Specification,blade; plate; blount; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04002,SYN-TENDER-04002,Procurement requirement for product/service conforming to Dimensions for worm gearing (First Revision),Dimensions for worm gearing (First Revision),Dimensions,dimensions; worm; gearing; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04003,SYN-TENDER-04003,Procurement requirement for product/service conforming to Building intercom systems Part 2: System requirements Building intercom systems using the Internet Protocol IP,Building intercom systems Part 2: System requirements Building intercom systems using the Internet Protocol IP,Code of Practice,building; intercom; systems; 2; system; using; internet; protocol; ip,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04004,SYN-TENDER-04004,Procurement requirement for product/service conforming to Requirements For Marking Textiles Materials Made of Wool,Requirements For Marking Textiles Materials Made of Wool,Code of Practice,marking; textiles; materials; made; wool,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04005,SYN-TENDER-04005,Procurement requirement for product/service conforming to Guideline for planning of HVDC systems : Part 1 HVDC systems with line-commutated converters,Guideline for planning of HVDC systems : Part 1 HVDC systems with line-commutated converters,Code of Practice,guideline; planning; hvdc; systems; 1; line; commutated; converters,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04006,SYN-TENDER-04006,Procurement requirement for product/service conforming to ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,Code of Practice,acceptance; tests; on; industrial; boilers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04007,SYN-TENDER-04007,Procurement requirement for product/service conforming to Forestry Tools - Felling Lever - Specification,Forestry Tools - Felling Lever - Specification,Product Specification,forestry; tools; felling; lever,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04008,SYN-TENDER-04008,"Procurement requirement for product/service conforming to Information Security, Cybersecurity and Privacy Protection - Evaluation Criteria for IT Security Part 1: Introduction and General Model Third Revision","Information Security, Cybersecurity and Privacy Protection - Evaluation Criteria for IT Security Part 1: Introduction and General Model Third Revision",Methods of Tests,information; security; cybersecurity; privacy; protection; evaluation; criteria; it; 1; introduction; general; model,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04009,SYN-TENDER-04009,Procurement requirement for product/service conforming to Cable networks for television signals sound signals and interactive services Part 1: System performance of forward paths First Revision,Cable networks for television signals sound signals and interactive services Part 1: System performance of forward paths First Revision,Product Specification,cable; networks; television; signals; sound; interactive; services; 1; system; performance; forward; paths,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04010,SYN-TENDER-04010,Procurement requirement for product/service conforming to Ships and marine technology - Pipework and machinery - Information transfer,Ships and marine technology - Pipework and machinery - Information transfer,Product Specification,ships; marine; technology; pipework; machinery; information; transfer,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04011,SYN-TENDER-04011,Procurement requirement for product/service conforming to Methods of test for soils: Part 27 determination of total soluble sulphates (First Revision),Methods of test for soils: Part 27 determination of total soluble sulphates (First Revision),Methods of Tests,test; soils; 27; determination; total; soluble; sulphates; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04012,SYN-TENDER-04012,"Procurement requirement for product/service conforming to Specification for table, operation, paediatric","Specification for table, operation, paediatric",Product Specification,table; operation; paediatric,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04013,SYN-TENDER-04013,Procurement requirement for product/service conforming to Dimensions for fitted half - Couplings,Dimensions for fitted half - Couplings,Dimensions,dimensions; fitted; half; couplings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04014,SYN-TENDER-04014,Procurement requirement for product/service conforming to Method of test for rigid cellular thermal insulation materials: Part 5 volume percent of open and closed cells (Second Revision),Method of test for rigid cellular thermal insulation materials: Part 5 volume percent of open and closed cells (Second Revision),Methods of Tests,test; rigid; cellular; thermal; insulation; materials; 5; volume; percent; open; closed; cells,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04015,SYN-TENDER-04015,Procurement requirement for product/service conforming to Methods of test for edible starches and starch products: Part 1 physical methods (First Revision),Methods of test for edible starches and starch products: Part 1 physical methods (First Revision),Methods of Tests,test; edible; starches; starch; products; 1; physical; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04016,SYN-TENDER-04016,Procurement requirement for product/service conforming to THERMOMETER FOR MEASUREMENT OF SEA SURFACE TEMPERATURE — SPECIFICATION (First Revision),THERMOMETER FOR MEASUREMENT OF SEA SURFACE TEMPERATURE — SPECIFICATION (First Revision),Product Specification,thermometer; measurement; sea; surface; temperature; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04017,SYN-TENDER-04017,Procurement requirement for product/service conforming to Lighting systems Characteristics for selected outdoor applications,Lighting systems Characteristics for selected outdoor applications,System Standard,lighting; systems; characteristics; selected; outdoor; applications,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04018,SYN-TENDER-04018,"Procurement requirement for product/service conforming to Fibre ropes - Polyamide 3-, 4-, 8- and 12- strand ropes (fifth revision)","Fibre ropes - Polyamide 3-, 4-, 8- and 12- strand ropes (fifth revision)",Product Specification,fibre; ropes; polyamide; 3; 4; 8; 12; strand; fifth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04019,SYN-TENDER-04019,Procurement requirement for product/service conforming to Safety code for working in compressed air (first revision),Safety code for working in compressed air (first revision),Safety Standard,safety; working; compressed; air; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04020,SYN-TENDER-04020,"Procurement requirement for product/service conforming to Subsurface exploration by pits, trenches, drifts and shafts - Code of practice (Second Revision)","Subsurface exploration by pits, trenches, drifts and shafts - Code of practice (Second Revision)",Code of Practice,subsurface; exploration; by; pits; trenches; drifts; shafts; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04021,SYN-TENDER-04021,"Procurement requirement for product/service conforming to Specification For Hook, Eye, Iris (Tyrrell's Pattern)","Specification For Hook, Eye, Iris (Tyrrell's Pattern)",Product Specification,hook; eye; iris; tyrrell; pattern,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-04022,SYN-TENDER-04022,Procurement requirement for product/service conforming to SIMULTANEOUS INTERPRETING - MOBILE BOOTHS - REQUIREMENTS,SIMULTANEOUS INTERPRETING - MOBILE BOOTHS - REQUIREMENTS,Service Specification,simultaneous; interpreting; mobile; booths,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
